POSTED,PICKUP,TRUCK,DH-O,ORIGIN,DH-D,DESTINATION,TRIP,F/P,RATE,LENGTH,WEIGHT,COMPANY,CONTACT,FACTORING
 05/23 7:31pm , 5/23 , V , 15 ," Pasadena, TX", — ," Springdale, AR", 596 , F , — , 53 , 1 , Viking Transportation Company Llc , (662) 407-0157 , Available 
 05/23 7:31pm , 5/23 , V , 0 ," Houston, TX", — ," Springdale, AR", 583 , F , — , 53 , 1 , Viking Transportation Company Llc , (662) 407-0157 , Available 
 05/23 7:31pm , 5/23 , V , 27 ," Baytown, TX", — ," Russellville, AR", 522 , F , — , 53 , 1 , Viking Transportation Company Llc , (662) 407-0157 , Available 
 05/23 7:31pm , 5/23 , V , 27 ," Baytown, TX", — ," Alma, AR", 470 , F , — , 53 , 1 , Viking Transportation Company Llc , (662) 407-0157 , Available 
 05/23 7:31pm , 5/23 , VR , 26 ," La Porte, TX", — ," Camden, AR", 382 , F ," $1,153 ", 48 ," 45,499 ", Coyote Logistics Llc , (773) 799-2118 , Available 
 05/23 7:31pm , 5/23 , V , 162 ," Seguin, TX", — ," Odessa, TX", 373 , F ," $1,300 ", 53 ," 39,569 ", XPO Logistics LLC , (980) 308-6003 , Available 
 05/23 7:31pm , 5/23 , V , 104 ," Silsbee, TX", — ," Ft Worth, TX", 316 , F ," $1,100 ", 53 ," 43,230 ", Ryan Transportation Service Inc , (913) 553-5514 , Available 
 05/23 7:31pm , 5/23 , V , 0 ," Houston, TX", — ," Tampa, FL", 981 , F , — , 53 ," 7,000 ", SUNTECK TRANSPORT CO LLC , (904) 517-5212 , Available 
 05/23 7:30pm , 5/23 , V , 135 ," Gonzales, TX", — ," Houston, TX", 135 , F , — , 53 ," 41,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:30pm , 5/23 , V , 110 ," Orange, TX", — ," Laredo, TX", 463 , F , — , 53 ," 40,000 ", Arrive Logistics , (737) 252-3678 , Available 
 05/23 7:30pm , 5/23 , V , 0 ," Houston, TX", — ," Chilton, TX", 168 , F , $900 , 53 ," 44,000 ", Fair Freight Logistics LLC , (412) 227-8886 , Available 
 05/23 7:30pm , 5/23 , V , 0 ," Houston, TX", — ," Temple, TX", 168 , F , $500 , 53 ," 30,000 ", Landstar Ranger Inc , shelly@lsppl.com , Available 
 05/23 7:30pm , 5/23 , V , 141 ," Westlake, LA", — ," San Jose, CA"," 2,024 ", F ," $4,200 ", 53 ," 38,000 ", Landstar Ranger Inc , (615) 985-5287 , Available 
 05/23 7:30pm , 5/23 , VT , 0 ," Houston, TX", — ," Elk Grove Vlg, IL"," 1,104 ", P , — , 32 ," 33,730 ", Dsv Road Inc , (803) 650-3100 , Available 
 05/23 7:30pm , 5/23 , V , 51 ," Galveston, TX", — ," Houston, TX", 51 , F , $450 , 53 ," 45,000 ", Echo Global Logistics Inc , (480) 980-5364 , Available 
 05/23 7:30pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $800 , 53 ," 41,820 ", Allen Lund Company , (800) 254-5863 , Available 
 05/23 7:30pm , 5/23 , VF , 176 ," New Braunfels, TX", — ," El Paso, TX", 571 , F ," $1,000 ", 48 ," 44,000 ", Bedrock Logistics , (469) 238-0320 , Available 
 05/23 7:30pm , 5/23 , VF , 176 ," New Braunfels, TX", — ," Kermit, TX", 383 , F , — , — ," 44,000 ", Bedrock Logistics , (469) 238-0320 , Available 
 05/23 7:30pm , 5/23 , VF , 176 ," New Braunfels, TX", — ," Kermit, TX", 383 , F ," $1,000 ", — ," 44,000 ", Bedrock Logistics , (469) 238-0320 , Available 
 05/23 7:30pm , 5/23 , V , 0 ," Houston, TX", — ," Stuart, FL"," 1,089 ", F , — , 53 ," 35,000 ", Scott Logistics Corporation , (479) 306-6060 , Available 
 05/23 7:30pm , 5/23 , V , 165 ," Austin, TX", — ," Camarillo, CA"," 1,430 ", F ," $3,200 ", 53 ," 40,000 ", Ryan Transportation Service Inc , tmorgan@ryantrans.com , Available 
 05/23 7:30pm , 5/23 , RV , 197 ," San Antonio, TX", — ," McAllen, TX", 240 , F , — , 53 ," 40,000 ", Mode Transportation Llc , (956) 279-0697 , Available 
 05/23 7:30pm , 5/23 , V , 197 ," San Antonio, TX", — ," McAllen, TX", 240 , F , — , 53 ," 40,000 ", Mode Transportation Llc , (956) 279-0697 , Available 
 05/23 7:30pm , 5/23 , V , 0 ," Houston, TX", — ," McAllen, TX", 347 , F , — , 53 ," 40,000 ", Mode Transportation Llc , (956) 279-0697 , Available 
 05/23 7:30pm , 5/23 , V , 197 ," San Antonio, TX", — ," Columbus, OH"," 1,313 ", F , — , 53 ," 44,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:30pm , 5/23 , VR , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $900 , 53 ," 43,550 ", England Logistics Inc , AWhatcott@englandlogistics.com , Available 
 05/23 7:30pm , 5/23 , V , 26 ," La Porte, TX", — ," Seabrook, TX", 8 , F , — , 53 ," 39,684 ", ArcBest Logistics Inc , (877) 930-4443 , Available 
 05/23 7:30pm , 5/23 , V , 0 ," Houston, TX", — ," Ennis, TX", 206 , F , — , 53 ," 40,000 ", ArcBest Logistics Inc , (877) 930-4443 , Available 
 05/23 7:30pm , 5/23 , V , 15 ," Pasadena, TX", — ," Waco, TX", 199 , F , — , 53 ," 44,000 ", ArcBest Logistics Inc , (877) 930-4443 , Available 
 05/23 7:30pm , 5/23 , V , 15 ," Pasadena, TX", — ," Waco, TX", 199 , F , — , 53 ," 44,000 ", ArcBest Logistics Inc , (877) 930-4443 , Available 
 05/23 7:30pm , 5/23 , V , 15 ," Pasadena, TX", — ," Waco, TX", 199 , F , $875 , 53 ," 44,000 ", ArcBest Logistics Inc , (877) 279-8144 , Available 
 05/23 7:30pm , 5/23 , V , 122 ," Pt Comfort, TX", — ," El Paso, TX", 702 , F , — , 53 ," 43,000 ", Landstar Ranger , (830) 271-1571 , Available 
 05/23 7:30pm , 5/23 , V , 165 ," Austin, TX", — ," Santa Rosa, CA"," 1,806 ", F , — , 53 ," 7,000 ", XPO Logistics LLC , (720) 420-7490 , Available 
 05/23 7:30pm , 5/23 , V , 110 ," Orange, TX", — ," Bridgeview, IL"," 1,066 ", F , — , 53 ," 42,000 ", VIVO LOGISTICS LLC , neal@vivologistics.info , Unavailable 
 05/23 7:30pm , 5/23 , VR , 0 ," Houston, TX", — ," Concord Twp, OH"," 1,309 ", F , — , 53 ," 16,000 ", Globaltranz Enterprises Llc , (412) 715-5803 , Available 
 05/23 7:30pm , 5/23 , V , 197 ," San Antonio, TX", — ," Tampa, FL"," 1,175 ", F , — , 53 ," 7,000 ", SUNTECK TRANSPORT CO LLC , (904) 517-5212 , Available 
 05/23 7:29pm , 5/23 , V , 26 ," La Porte, TX", — ," Roanoke, TX", 297 , F , — , 53 ," 42,500 ", Manco Logistics Corp , (256) 484-4145 , Available 
 05/23 7:29pm , 5/23 , V , 0 ," Houston, TX", — ," Dallas, TX", 241 , F , $850 , 53 ," 40,000 ", Bronco Transportation Services LLC , (313) 312-1644 , Unavailable 
 05/23 7:29pm , 5/23 , V , 177 ," Cibolo, TX", — ," San Benito, TX", 271 , F , — , 53 ," 30,000 ", TForce Wordwide Inc , mrodriguez@tfwwi.com , Available 
 05/23 7:29pm , 5/23 , V , 0 ," Houston, TX", — ," Leander, TX", 179 , F , $600 , 53 ," 40,000 ", Nolan Transportation Group Inc , (972) 884-4473 , Available 
 05/23 7:29pm , 5/23 , VR , 19 ," Deer Park, TX", — ," Huron, OH"," 1,290 ", F ," $2,800 ", 53 ," 42,044 ", Dupre Logistics LLC , (844) 452-8977 , Available 
 05/23 7:29pm , 5/23 , V , 177 ," Cibolo, TX", — ," Cleburne, TX", 227 , F , — , 53 ," 30,000 ", TForce Wordwide Inc , mrodriguez@tfwwi.com , Available 
 05/23 7:29pm , 5/23 , VM , 0 ," Houston, TX", — ," Cleveland, OH"," 1,309 ", F ," $4,300 ", 53 ," 40,000 ", American Transport Group Llc , (312) 348-1443 , Available 
 05/23 7:29pm , 5/23 , V , 33 ," Rosenberg, TX", — ," Celebration, FL", 998 , F ," $2,500 ", 53 ," 30,000 ", Namal Logistics LLC , (800) 360-1842 , Available 
 05/23 7:29pm , 5/23 , V , 19 ," Humble, TX", — ," Oakland, CA"," 1,931 ", P , $375 , 26 ," 3,622 ", American Lamprecht Transport Inc , (832) 758-3165 , Available 
 05/23 7:29pm , 5/23 , VR , 0 ," Houston, TX", — ," Odessa, TX", 535 , F , — , 53 ," 43,500 ", Volta Logistics Inc , aroettger@voltalogistics.com , Available 
 05/23 7:29pm , 5/23 , VR , 0 ," Houston, TX", — ," Abilene, TX", 416 , F , — , 53 ," 43,500 ", Volta Logistics Inc , aroettger@voltalogistics.com , Available 
 05/23 7:28pm , 5/23 , V , 0 ," Houston, TX", — ," El Paso, TX", 744 , F , — , 53 ," 43,500 ", Sun City Group Inc , (915) 593-5900 , Available 
 05/23 7:28pm , 5/23 , V , 0 ," Houston, TX", — ," Houston, TX", 0 , F , — , 53 ," 45,000 ", West Motor , wkw@westmotor.com , Available 
 05/23 7:28pm , 5/23 , V , 52 ," Sealy, TX", — ," Lubbock, TX", 496 , F , — , 48 ," 44,000 ", RHL Logistics , (843) 407-7919 , Available 
 05/23 7:28pm , 5/23 , V , 0 ," Houston, TX", — ," Lubbock, TX", 581 , F , — , 48 ," 44,000 ", RHL Logistics , (843) 407-7919 , Available 
 05/23 7:27pm , 5/23 , V , 165 ," Austin, TX", — ," Heber Spgs, AR", 575 , F ," $1,000 ", 20 ," 10,000 ", PLS Logistics Services , (904) 435-9521 , Available 
 05/23 7:27pm , 5/23 , V , 165 ," Austin, TX", — ," Heber Spgs, AR", 575 , P ," $1,000 ", 20 ," 10,000 ", PLS Logistics Services , (904) 435-9521 , Available 
 05/23 7:27pm , 5/23 , VR , 0 ," Houston, TX", — ," Leander, TX", 179 , F , — , 53 ," 5,000 ", Ch Robinson Company , (833) 428-5247 , Available 
 05/23 7:27pm , 5/23 , V , 135 ," Gonzales, TX", — ," Houston, TX", 135 , F , $800 , 53 ," 41,000 ", Total Quality Logistics Inc , (800) 580-3101 x42752 , Available 
 05/23 7:27pm , 5/23 , V , 110 ," Orange, TX", — ," Camden, AR", 309 , F ," $1,100 ", 53 ," 28,000 ", New Age Logistics , (312) 602-0906 , Available 
 05/23 7:26pm , 5/23 , V , 0 ," Houston, TX", — ," Morristown, TN", 969 , F , — , 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:26pm , 5/23 , V , 0 ," Houston, TX", — ," Knoxville, TN", 922 , F , — , 53 ," 40,000 ", Total Quality Logistics Inc , (800) 580-3101 , Available 
 05/23 7:26pm , 5/23 , VR , 186 ," Corsicana, TX", — ," San Diego, CA"," 1,410 ", F ," $1,700 ", 53 ," 44,000 ", Axle Logistics Llc , caleb.wilkinson@axlelogistics.com , Available 
